magicfile2.0
9225641428871283712|47|18985
158329741574656|47|24440
282308275864832|47|27737
9148211629391904|47|21701
9147937284194368|47|28883
2252143421554728|47|21558
2286984324188164|47|17993
3382114947973128|47|27720
2216404451584|47|10786
1101701055744|47|9755
2748787459072|47|15627
274915664000|47|12969
5764608624695447616|47|16381
275423184912|47|20141
2305843284631619588|47|20109
144132917969291266|47|18985
140776143716608|47|15091
288793328386836736|47|24408
281481419522560|47|21301
138512760864|47|21583
68727947280|47|22557
103348178960|47|14332
9223372054036234244|47|13352
288230547950534660|47|11742
549839704064|47|13581
4398205894912|47|19675
4398067483136|47|15523
2305844108763070592|47|16495
2305845208513777696|47|29975
2305878193720070152|47|23617
319764369772642308|47|23081
5188181955137506312|47|17986
8798241095681|47|14063
9904194651136|47|16958
4611688234630611200|47|18219
687196864578|47|27632
2305843077935300640|47|21177
2305843146653728784|47|18639
288230393332113472|47|15942
17182490626|47|11742
2199040035072|47|10722
554117892224|47|18659
549772591744|47|9459
9223374238579163648|47|24086
9223373549220139024|47|20528
2882303797084819520|47|16487
1152921642180019264|47|14957
68786586144|47|13873
3332996366337|47|18239
549773262849|47|46377
317840424962|47|35940
2305843834961002528|47|29688
4616189757662167056|47|23582
137440002088|47|20934
34360786980|47|16854
8070450540838125604|47|10722
70437599976450|47|129325
17867400020994|47|128457
17609500139522|47|126449
137440003074|47|122723
34360787970|47|114627
34360787970|47|99207
1152921539033698306|47|68367
68787110401|47|72991
Bishop
6989657544490754052|54|126
72128169482129408|54|71
281544233189384|54|62
17609500131344|54|159
72132369418815488|54|124
2332901998996750336|54|158
49541796015112193|54|189
4647750068605288960|54|249
279175004176|54|62
281612954650642|52|274
1099647943680|52|248
34494480400|52|444
11529215321047040072|52|377
8598454272|52|366
2151680000|52|423
35437676544|54|185
39586715697200|54|39
39583504930832|52|183
8800398477314|50|1437
17869211701248|50|1272
550829686784|50|935
274911461888|50|1327
9223373136374808832|52|239
4611687118075396352|54|121
140874931519680|54|39
2284926828552|52|259
1152922191802667024|50|1663
551903821844|48|8145
309778712064|48|8945
17594337722496|50|1979
52780853133440|52|255
2305847412094144576|54|59
282025386868768|54|47
2305844108859555904|52|183
9227876736027394056|50|2031
9511602687892848656|48|11963
74309394946342914|48|10707
9223374235946189314|50|2751
70437480431744|52|191
17609383223312|54|47
9223407779583885376|54|63
4611721207098703904|52|223
17594339852544|50|1688
73183495020740736|50|1359
4611828956012847168|50|2040
141020956221472|50|1801
281818842562576|52|285
35219000332320|54|47
576601768973049856|54|121
144132848998162432|52|235
288230410519846912|52|189
1155175503447985408|52|153
8592033792|52|221
4611686570331734272|52|189
71468794773672|52|126
352118867493632|54|37
2305844109270712400|54|187
1161928772866342944|54|123
36030996311736368|54|129
36030996042760208|54|111
2306546696689033224|54|55
294141359260962820|54|63
277033811970|54|63
141287521525765|54|69
